run,eps,m,tl,tu,query_run,psi_distortion,dai_distortion
1,0.5,20,0,36,95,0.99999999999995,0.9999999999996666
1,0.5,20,0,36,96,0.0,0.03208556149732616
1,0.5,20,0,36,97,0.0,0.03208556149732616
1,0.5,20,0,36,98,0.0,0.03208556149732616
1,0.5,20,0,36,99,0.0,0.03208556149732616
1,0.5,20,0,36,100,0.0,0.03208556149732616
2,0.5,20,0,36,1,0.9999999999999091,0.9999999999995
2,0.5,20,0,36,2,0.0,0.0
2,0.5,20,0,36,3,0.0,0.0
2,0.5,20,0,36,4,0.9999999999995,0.9999999999995
2,0.5,20,0,36,5,0.4573378839590428,0.27272727272726033
2,0.5,20,0,36,6,0.22274881516587625,0.8484848484848357
2,0.5,20,0,36,7,0.8461538461538397,0.999999999999875
2,0.5,20,0,36,8,0.7727272727272376,0.9090909090908679
2,0.5,20,0,36,9,0.9999999999995,0.9999999999995
2,0.5,20,0,36,10,0.999999999999875,0.9999999999997999
2,0.5,20,0,36,11,0.0,0.0
2,0.5,20,0,36,12,0.0,0.0
2,0.5,20,0,36,13,0.0,0.0
2,0.5,20,0,36,14,0.0,0.0
2,0.5,20,0,36,15,0.9999999999995,0.9999999999989999
2,0.5,20,0,36,16,0.8780487804877835,0.9024390243902218
2,0.5,20,0,36,17,0.9999999999989999,0.9999999999989999
2,0.5,20,0,36,18,0.29166666666665453,0.9999999999997999
2,0.5,20,0,36,19,0.0,0.0
2,0.5,20,0,36,20,0.9999999999997999,0.9999999999995
2,0.5,20,0,36,21,0.0,0.0
2,0.5,20,0,36,22,0.0,0.0
2,0.5,20,0,36,23,0.0,0.0
2,0.5,20,0,36,24,0.9999999999998334,0.0
2,0.5,20,0,36,25,0.2209492635024546,0.8676470588235231
2,0.5,20,0,36,26,0.0,0.0
2,0.5,20,0,36,27,0.0,0.0
2,0.5,20,0,36,28,0.9999999999998571,0.9999999999989999
2,0.5,20,0,36,29,0.99999999999975,0.0
2,0.5,20,0,36,30,0.9999999999997999,0.9999999999995
2,0.5,20,0,36,31,0.9999999999995,0.9999999999989999
2,0.5,20,0,36,32,0.0,0.0
2,0.5,20,0,36,33,0.19999999999999202,0.19999999999999002
2,0.5,20,0,36,34,0.0,0.0
2,0.5,20,0,36,35,0.0,0.0
2,0.5,20,0,36,36,0.999999999999875,0.9999999999989999
2,0.5,20,0,36,37,0.0,0.0
2,0.5,20,0,36,38,0.9999999999996666,0.9999999999995
2,0.5,20,0,36,39,0.0,0.0
2,0.5,20,0,36,40,0.9999999999998889,0.9999999999995
2,0.5,20,0,36,41,0.9999999999989999,0.9999999999989999
2,0.5,20,0,36,42,0.10526315789473131,0.9999999999996666
2,0.5,20,0,36,43,0.99999999999975,0.9999999999995
2,0.5,20,0,36,44,0.8717948717948663,0.8717948717948663
2,0.5,20,0,36,45,0.0,0.0
2,0.5,20,0,36,46,0.9999999999998334,0.9999999999989999
2,0.5,20,0,36,47,0.0,0.0
2,0.5,20,0,36,48,0.0,0.0
2,0.5,20,0,36,49,0.0,0.0
2,0.5,20,0,36,50,0.0,0.0
2,0.5,20,0,36,51,0.0,0.0
2,0.5,20,0,36,52,0.0,0.0
2,0.5,20,0,36,53,0.0,0.0
2,0.5,20,0,36,54,0.9999999999995,0.0
2,0.5,20,0,36,55,0.8333333333333135,0.8571428571428367
2,0.5,20,0,36,56,0.13043478260869,0.299999999999985
2,0.5,20,0,36,57,0.0,0.0
2,0.5,20,0,36,58,0.6315789473683878,0.8421052631578505
2,0.5,20,0,36,59,0.5729166666666607,0.9999999999997999
2,0.5,20,0,36,60,0.0,0.0
2,0.5,20,0,36,61,0.0,0.0
2,0.5,20,0,36,62,0.0,0.0
2,0.5,20,0,36,63,0.0,0.0
2,0.5,20,0,36,64,0.0,0.0
2,0.5,20,0,36,65,0.9999999999996666,0.9999999999995
2,0.5,20,0,36,66,0.0,0.0
2,0.5,20,0,36,67,0.0,0.0
2,0.5,20,0,36,68,0.1772151898734155,0.7468354430379652
2,0.5,20,0,36,69,0.99999999999975,0.0
2,0.5,20,0,36,70,0.0,0.0
2,0.5,20,0,36,71,0.0,0.0
2,0.5,20,0,36,72,0.0,0.0
2,0.5,20,0,36,73,0.99999999999975,0.9999999999989999
2,0.5,20,0,36,74,0.9999999999995,0.9999999999989999
2,0.5,20,0,36,75,0.0,0.8137931034482703
2,0.5,20,0,36,76,0.9999999999999687,0.9999999999999687
2,0.5,20,0,36,77,0.0,0.0
2,0.5,20,0,36,78,0.9090909090908679,0.9545454545454112
2,0.5,20,0,36,79,0.9999999999996666,0.9999999999996666
2,0.5,20,0,36,80,0.15919282511210725,0.9310344827586143
2,0.5,20,0,36,81,0.0,0.0
2,0.5,20,0,36,82,0.0,0.0
2,0.5,20,0,36,83,0.0,0.0
2,0.5,20,0,36,84,0.40799999999999886,0.8787878787878656
2,0.5,20,0,36,85,0.0,0.0
2,0.5,20,0,36,86,0.0,0.0
2,0.5,20,0,36,87,0.0,0.0
2,0.5,20,0,36,88,0.9999999999989999,0.9999999999989999
2,0.5,20,0,36,89,0.9999999999999166,0.9999999999989999
2,0.5,20,0,36,90,0.0,0.0
2,0.5,20,0,36,91,0.8292682926829066,0.0
2,0.5,20,0,36,92,0.99999999999975,0.9999999999989999
2,0.5,20,0,36,93,0.0,0.0
2,0.5,20,0,36,94,0.999999999999875,0.9999999999996666
2,0.5,20,0,36,95,0.0,0.0
2,0.5,20,0,36,96,0.0,0.0
2,0.5,20,0,36,97,0.8333333333333135,0.9999999999996666
2,0.5,20,0,36,98,0.9999999999997999,0.9999999999995
2,0.5,20,0,36,99,0.0,0.0
2,0.5,20,0,36,100,0.8230769230769168,0.999999999999875
3,0.5,20,0,36,1,0.0,0.006640106241699858
3,0.5,20,0,36,2,0.0,0.006640106241699858
3,0.5,20,0,36,3,0.0,0.006640106241699858
3,0.5,20,0,36,4,0.0,0.006640106241699858
3,0.5,20,0,36,5,0.2901234567901225,0.3877551020408084
3,0.5,20,0,36,6,0.9999999999999868,0.99999999999996
3,0.5,20,0,36,7,0.0,0.0
3,0.5,20,0,36,8,0.1489361702127628,0.6249999999999843
3,0.5,20,0,36,9,0.2797619047619031,0.5619834710743755
3,0.5,20,0,36,10,0.9999999999989999,0.9999999999989999
3,0.5,20,0,36,11,0.0,0.006640106241699858
3,0.5,20,0,36,12,0.0,0.006640106241699858
3,0.5,20,0,36,13,0.0,0.006640106241699858
3,0.5,20,0,36,14,0.9999999999999475,0.9999999999995
3,0.5,20,0,36,15,0.0,0.006640106241699858
3,0.5,20,0,36,16,0.07647058823529397,0.624999999999994
3,0.5,20,0,36,17,0.9999999999996666,0.9999999999989999
3,0.5,20,0,36,18,0.0,0.006640106241699858
3,0.5,20,0,36,19,0.9999999999999091,0.9999999999989999
3,0.5,20,0,36,20,0.2674418604651132,0.2674418604651132
3,0.5,20,0,36,21,0.9999999999996666,0.9999999999989999
3,0.5,20,0,36,22,0.0,0.006640106241699858
3,0.5,20,0,36,23,0.0,0.006640106241699858
3,0.5,20,0,36,24,0.7435897435897341,0.047619047619045354
3,0.5,20,0,36,25,0.0,0.006640106241699858
3,0.5,20,0,36,26,0.9999999999995,0.9999999999989999
3,0.5,20,0,36,27,0.235294117647045,0.7692307692307101
3,0.5,20,0,36,28,0.28571428571427554,0.9999999999996666
3,0.5,20,0,36,29,0.7547169811320612,0.9999999999999231
3,0.5,20,0,36,30,0.0,0.0
3,0.5,20,0,36,31,0.0,0.006640106241699858
3,0.5,20,0,36,32,0.40588235294117525,0.5762711864406682
3,0.5,20,0,36,33,0.0,0.006640106241699858
3,0.5,20,0,36,34,0.9999999999989999,0.9999999999989999
3,0.5,20,0,36,35,0.0,0.006640106241699858
3,0.5,20,0,36,36,0.0,0.006640106241699858
3,0.5,20,0,36,37,0.3333333333333111,0.0
3,0.5,20,0,36,38,0.0,0.006640106241699858
3,0.5,20,0,36,39,0.0,0.0
3,0.5,20,0,36,40,0.72972972972972,0.9999999999999
3,0.5,20,0,36,41,0.5322580645161205,0.9999999999995
3,0.5,20,0,36,42,0.6521739130434726,0.9999999999998571
3,0.5,20,0,36,43,0.0,0.006640106241699858
3,0.5,20,0,36,44,0.9999999999995,0.0
3,0.5,20,0,36,45,0.0,0.0
3,0.5,20,0,36,46,0.0,0.006640106241699858
3,0.5,20,0,36,47,0.7857142857142717,0.0
3,0.5,20,0,36,48,0.0,0.006640106241699858
3,0.5,20,0,36,49,0.0,0.006640106241699858
3,0.5,20,0,36,50,0.0,0.006640106241699858
3,0.5,20,0,36,51,0.5825242718446574,0.9999999999999286
3,0.5,20,0,36,52,0.9999999999996666,0.0
3,0.5,20,0,36,53,0.9999999999995,0.9999999999995
3,0.5,20,0,36,54,0.9999999999996666,0.9999999999995
3,0.5,20,0,36,55,0.0,0.006640106241699858
3,0.5,20,0,36,56,0.5999999999999925,0.5362318840579633
3,0.5,20,0,36,57,0.42499999999998933,0.8749999999999781
3,0.5,20,0,36,58,0.80555555555555,0.9999999999999445
3,0.5,20,0,36,59,0.0,0.006640106241699858
3,0.5,20,0,36,60,0.5172413793103359,0.9999999999999166
3,0.5,20,0,36,61,0.7391304347826023,0.733333333333309
3,0.5,20,0,36,62,0.0,0.006640106241699858
3,0.5,20,0,36,63,0.9999999999995,0.0
3,0.5,20,0,36,64,0.9999999999999938,0.9999999999997999
3,0.5,20,0,36,65,0.9999999999989999,0.0
3,0.5,20,0,36,66,0.0,0.006640106241699858
3,0.5,20,0,36,67,0.9999999999996666,0.9999999999996666
3,0.5,20,0,36,68,0.0,0.006640106241699858
3,0.5,20,0,36,69,0.0,0.006640106241699858
3,0.5,20,0,36,70,0.9999999999996666,0.0
3,0.5,20,0,36,71,0.7903225806451485,0.9999999999996666
3,0.5,20,0,36,72,0.0,0.006640106241699858
3,0.5,20,0,36,73,0.9999999999998889,0.9999999999989999
3,0.5,20,0,36,74,0.0,0.006640106241699858
3,0.5,20,0,36,75,0.9999999999998889,0.99999999999975
3,0.5,20,0,36,76,0.0,0.006640106241699858
3,0.5,20,0,36,77,0.0,0.006640106241699858
3,0.5,20,0,36,78,0.3921568627450967,0.45161290322580405
3,0.5,20,0,36,79,0.8387096774193413,0.0
3,0.5,20,0,36,80,0.0,0.0
3,0.5,20,0,36,81,0.0,0.006640106241699858
3,0.5,20,0,36,82,0.0,0.006640106241699858
3,0.5,20,0,36,83,0.2580645161290281,0.9999999999989999
3,0.5,20,0,36,84,0.0,0.006640106241699858
3,0.5,20,0,36,85,0.0,0.006640106241699858
3,0.5,20,0,36,86,0.99999999999975,0.0
3,0.5,20,0,36,87,0.0,0.006640106241699858
3,0.5,20,0,36,88,0.9999999999989999,0.9999999999989999
3,0.5,20,0,36,89,0.0,0.006640106241699858
3,0.5,20,0,36,90,0.0,0.006640106241699858
3,0.5,20,0,36,91,0.0,0.006640106241699858
3,0.5,20,0,36,92,0.0,0.006640106241699858
3,0.5,20,0,36,93,0.615384615384568,0.8461538461537811
3,0.5,20,0,36,94,0.0,0.006640106241699858
3,0.5,20,0,36,95,0.9999999999989999,0.0
3,0.5,20,0,36,96,0.9999999999996666,0.9999999999995
3,0.5,20,0,36,97,0.0,0.006640106241699858
3,0.5,20,0,36,98,0.9999999999999761,0.9999999999999761
3,0.5,20,0,36,99,0.9999999999996666,0.9999999999996666
3,0.5,20,0,36,100,0.0,0.006640106241699858
4,0.5,20,0,36,1,0.9999999999997999,0.99999999999975
4,0.5,20,0,36,2,0.0,0.04144385026737962
4,0.5,20,0,36,3,0.0,0.04144385026737962
4,0.5,20,0,36,4,0.999999999999875,0.9999999999989999
4,0.5,20,0,36,5,0.36363636363633056,0.36363636363633056
4,0.5,20,0,36,6,0.0,0.04144385026737962
4,0.5,20,0,36,7,0.9999999999998334,0.9999999999995
4,0.5,20,0,36,8,0.0,0.04144385026737962
4,0.5,20,0,36,9,0.7058823529411556,0.7058823529411556
4,0.5,20,0,36,10,0.0,0.04144385026737962
4,0.5,20,0,36,11,0.0,0.04144385026737962
4,0.5,20,0,36,12,0.05454545454545405,0.34615384615384287
4,0.5,20,0,36,13,0.0,0.04144385026737962
4,0.5,20,0,36,14,0.0,0.04144385026737962
4,0.5,20,0,36,15,0.0,0.04144385026737962
4,0.5,20,0,36,16,0.0,0.04144385026737962
4,0.5,20,0,36,17,0.0,0.04144385026737962
4,0.5,20,0,36,18,0.0,0.04144385026737962
4,0.5,20,0,36,19,0.8376623376623322,0.47999999999998083
4,0.5,20,0,36,20,0.0,0.04144385026737962
4,0.5,20,0,36,21,0.0,0.04144385026737962
4,0.5,20,0,36,22,0.0,0.0
4,0.5,20,0,36,23,0.5368956743002531,0.9999999999998889
4,0.5,20,0,36,24,0.0,0.04144385026737962
4,0.5,20,0,36,25,0.35869565217390914,0.999999999999875
4,0.5,20,0,36,26,0.6077922077922062,0.18181818181817358
4,0.5,20,0,36,27,0.0,0.04144385026737962
4,0.5,20,0,36,28,0.0,0.04144385026737962
4,0.5,20,0,36,29,0.0,0.04144385026737962
4,0.5,20,0,36,30,0.0,0.04144385026737962
4,0.5,20,0,36,31,0.0,0.04144385026737962
4,0.5,20,0,36,32,0.0,0.04144385026737962
4,0.5,20,0,36,33,0.0,0.04144385026737962
4,0.5,20,0,36,34,0.9999999999996666,0.9999999999989999
4,0.5,20,0,36,35,0.0,0.04144385026737962
4,0.5,20,0,36,36,0.0,0.04144385026737962
4,0.5,20,0,36,37,0.0,0.04144385026737962
4,0.5,20,0,36,38,0.44736842105262925,0.9999999999999851
4,0.5,20,0,36,39,0.0,0.04144385026737962
4,0.5,20,0,36,40,0.0,0.04144385026737962
4,0.5,20,0,36,41,0.9999999999996666,0.9999999999996666
4,0.5,20,0,36,42,0.0,0.04144385026737962
4,0.5,20,0,36,43,0.99999999999975,0.0
4,0.5,20,0,36,44,0.4351851851851812,0.9999999999997999
4,0.5,20,0,36,45,0.887096774193534,0.887096774193534
4,0.5,20,0,36,46,0.0,0.04144385026737962
4,0.5,20,0,36,47,0.9999999999999915,0.9999999999998571
4,0.5,20,0,36,48,0.538461538461536,0.999999999999875
4,0.5,20,0,36,49,0.0,0.04144385026737962
4,0.5,20,0,36,50,0.4310344827586132,0.9999999999996666
4,0.5,20,0,36,51,0.0,0.04144385026737962
4,0.5,20,0,36,52,0.9999999999989999,0.0
4,0.5,20,0,36,53,0.9999999999998334,0.9999999999998334
4,0.5,20,0,36,54,0.0,0.04144385026737962
4,0.5,20,0,36,55,0.787356321839076,0.999999999999875
4,0.5,20,0,36,56,0.0,0.04144385026737962
4,0.5,20,0,36,57,0.0,0.04144385026737962
4,0.5,20,0,36,58,0.0,0.04144385026737962
4,0.5,20,0,36,59,0.99999999999996,0.9999999999995
4,0.5,20,0,36,60,0.0,0.04144385026737962
4,0.5,20,0,36,61,0.0,0.04144385026737962
4,0.5,20,0,36,62,0.9999999999996666,0.0
4,0.5,20,0,36,63,0.47058823529410376,0.47058823529410376
4,0.5,20,0,36,64,0.0,0.04144385026737962
4,0.5,20,0,36,65,0.9999999999998571,0.0
4,0.5,20,0,36,66,0.9999999999999898,0.9999999999998571
4,0.5,20,0,36,67,0.0,0.04144385026737962
4,0.5,20,0,36,68,0.0,0.04144385026737962
4,0.5,20,0,36,69,0.5045045045045,0.6545454545454427
4,0.5,20,0,36,70,0.0,0.04144385026737962
4,0.5,20,0,36,71,0.0,0.04144385026737962
4,0.5,20,0,36,72,0.0,0.04144385026737962
4,0.5,20,0,36,73,0.0,0.04144385026737962
4,0.5,20,0,36,74,0.9999999999999231,0.9999999999996666
4,0.5,20,0,36,75,0.0,0.04144385026737962
4,0.5,20,0,36,76,0.9999999999999,0.9999999999996666
4,0.5,20,0,36,77,0.4878048780487746,0.9999999999999333
4,0.5,20,0,36,78,0.5454545454544959,0.8181818181817438
4,0.5,20,0,36,79,0.0,0.0
4,0.5,20,0,36,80,0.42105263157892525,0.9999999999997999
4,0.5,20,0,36,81,0.0,0.0
4,0.5,20,0,36,82,0.0,0.04144385026737962
4,0.5,20,0,36,83,0.0,0.04144385026737962
4,0.5,20,0,36,84,0.9999999999999706,0.9999999999999678
4,0.5,20,0,36,85,0.0,0.04144385026737962
4,0.5,20,0,36,86,0.0,0.04144385026737962
4,0.5,20,0,36,87,0.4553571428571418,0.9999999999998571
4,0.5,20,0,36,88,0.0,0.04144385026737962
4,0.5,20,0,36,89,0.0,0.04144385026737962
4,0.5,20,0,36,90,0.0,0.04144385026737962
4,0.5,20,0,36,91,0.44897959183673164,0.19801980198019606
4,0.5,20,0,36,92,0.9999999999995,0.9999999999989999
4,0.5,20,0,36,93,0.0,0.04144385026737962
4,0.5,20,0,36,94,0.0,0.04144385026737962
4,0.5,20,0,36,95,0.7619047619047546,0.10714285714285332
4,0.5,20,0,36,96,0.0,0.04144385026737962
4,0.5,20,0,36,97,0.0,0.04144385026737962
4,0.5,20,0,36,98,0.9999999999995,0.9999999999995
4,0.5,20,0,36,99,0.0,0.04144385026737962
4,0.5,20,0,36,100,0.9999999999999644,0.9999999999997999
5,0.5,20,0,36,1,0.0,0.015789473684210506
5,0.5,20,0,36,2,0.0,0.0
5,0.5,20,0,36,3,0.18527315914489267,0.5259515570934238
5,0.5,20,0,36,4,0.0,0.015789473684210506
5,0.5,20,0,36,5,0.0,0.015789473684210506
5,0.5,20,0,36,6,0.21052631578946263,0.9999999999989999
5,0.5,20,0,36,7,0.030927835051546233,0.8181818181817996
5,0.5,20,0,36,8,0.0,0.015789473684210506
5,0.5,20,0,36,9,0.0,0.015789473684210506
5,0.5,20,0,36,10,0.0,0.015789473684210506
5,0.5,20,0,36,11,0.20689655172413693,0.9999999999998889
5,0.5,20,0,36,12,0.44221105527638077,0.8518518518518361
5,0.5,20,0,36,13,0.0,0.015789473684210506
5,0.5,20,0,36,14,0.40555555555555334,0.9999999999999525
5,0.5,20,0,36,15,0.0,0.015789473684210506
5,0.5,20,0,36,16,0.0,0.015789473684210506
5,0.5,20,0,36,17,0.0,0.015789473684210506
5,0.5,20,0,36,18,0.9999999999998334,0.9999999999996666
5,0.5,20,0,36,19,0.9999999999989999,0.9999999999989999
5,0.5,20,0,36,20,0.918644067796607,0.2499999999999896
5,0.5,20,0,36,21,0.9999999999989999,0.0
5,0.5,20,0,36,22,0.9999999999995,0.0
5,0.5,20,0,36,23,0.0,0.015789473684210506
5,0.5,20,0,36,24,0.0,0.015789473684210506
5,0.5,20,0,36,25,0.0,0.015789473684210506
5,0.5,20,0,36,26,0.0,0.015789473684210506
5,0.5,20,0,36,27,0.0,0.015789473684210506
5,0.5,20,0,36,28,0.0,0.015789473684210506
5,0.5,20,0,36,29,0.0,0.015789473684210506
5,0.5,20,0,36,30,0.0,0.015789473684210506
5,0.5,20,0,36,31,0.0,0.0
5,0.5,20,0,36,32,0.0,0.015789473684210506
5,0.5,20,0,36,33,0.0,0.015789473684210506
5,0.5,20,0,36,34,0.0,0.015789473684210506
5,0.5,20,0,36,35,0.1176470588235225,0.9999999999997999
5,0.5,20,0,36,36,0.5499999999999725,0.0
5,0.5,20,0,36,37,0.0,0.015789473684210506
5,0.5,20,0,36,38,0.0,0.015789473684210506
5,0.5,20,0,36,39,0.5762711864406682,0.6779661016949038
5,0.5,20,0,36,40,0.0,0.015789473684210506
5,0.5,20,0,36,41,0.9999999999995,0.9999999999989999
5,0.5,20,0,36,42,0.0,0.015789473684210506
5,0.5,20,0,36,43,0.9999999999999881,0.9999999999999091
5,0.5,20,0,36,44,0.0,0.015789473684210506
5,0.5,20,0,36,45,0.0,0.015789473684210506
5,0.5,20,0,36,46,0.0,0.015789473684210506
5,0.5,20,0,36,47,0.0,0.015789473684210506
5,0.5,20,0,36,48,0.0,0.015789473684210506
5,0.5,20,0,36,49,0.9999999999999231,0.9999999999989999
5,0.5,20,0,36,50,0.0,0.015789473684210506
5,0.5,20,0,36,51,0.0,0.015789473684210506
5,0.5,20,0,36,52,0.5061728395061698,0.3720930232558097
5,0.5,20,0,36,53,0.9999999999999942,0.9999999999997999
5,0.5,20,0,36,54,0.0,0.015789473684210506
5,0.5,20,0,36,55,0.0,0.9999999999999286
5,0.5,20,0,36,56,0.9999999999998334,0.9999999999989999
5,0.5,20,0,36,57,0.0,0.015789473684210506
5,0.5,20,0,36,58,0.0,0.015789473684210506
5,0.5,20,0,36,59,0.6357308584686759,0.2706766917293213
5,0.5,20,0,36,60,0.0,0.015789473684210506
5,0.5,20,0,36,61,0.99999999999975,0.9999999999996666
5,0.5,20,0,36,62,0.9999999999998334,0.9999999999996666
5,0.5,20,0,36,63,0.0,0.015789473684210506
5,0.5,20,0,36,64,0.6949152542372763,0.8305084745762571
5,0.5,20,0,36,65,0.0,0.015789473684210506
5,0.5,20,0,36,66,0.0,0.015789473684210506
5,0.5,20,0,36,67,0.0,0.0
5,0.5,20,0,36,68,0.0,0.015789473684210506
5,0.5,20,0,36,69,0.0,0.015789473684210506
5,0.5,20,0,36,70,0.0,0.015789473684210506
5,0.5,20,0,36,71,0.0,0.015789473684210506
5,0.5,20,0,36,72,0.9999999999996666,0.9999999999995
5,0.5,20,0,36,73,0.0,0.015789473684210506
5,0.5,20,0,36,74,0.2056074766355121,0.9252336448598045
5,0.5,20,0,36,75,0.0,0.015789473684210506
5,0.5,20,0,36,76,0.0,0.015789473684210506
5,0.5,20,0,36,77,0.9999999999996666,0.0
5,0.5,20,0,36,78,0.9999999999989999,0.0
5,0.5,20,0,36,79,0.6097560975609607,0.8124999999999493
5,0.5,20,0,36,80,0.5555555555555401,0.9999999999995
5,0.5,20,0,36,81,0.9999999999989999,0.0
5,0.5,20,0,36,82,0.9999999999989999,0.0
5,0.5,20,0,36,83,0.0,0.015789473684210506
5,0.5,20,0,36,84,0.6915887850467225,0.9999999999998571
5,0.5,20,0,36,85,0.9999999999995,0.0
5,0.5,20,0,36,86,0.8441558441558387,0.3142857142857053
5,0.5,20,0,36,87,0.9999999999998334,0.9999999999996666
5,0.5,20,0,36,88,0.0,0.015789473684210506
5,0.5,20,0,36,89,0.0,0.015789473684210506
5,0.5,20,0,36,90,0.0,0.015789473684210506
5,0.5,20,0,36,91,0.3124999999999805,0.9999999999996666
5,0.5,20,0,36,92,0.0,0.015789473684210506
5,0.5,20,0,36,93,0.99999999999975,0.9999999999996666
